iata,name,city,country_code
WKA,Wanaka Airport,Wanaka,NZ
WAG,Wanganui Airport,Wanganui,NZ
WLG,Wellington International Airport,Wellington,NZ
WSZ,Westport Airport,Westport,NZ
WRE,Whangarei Airport,Whangarei,NZ
HKK,Hokitika Airfield,nan,NZ
TIU,Timaru Airport,nan,NZ
WHK,Whakatane Airport,nan,NZ
DQM,Duqm International Airport,Duqm,OM
KHS,Khasab Airport,Khasab,OM
MCT,Muscat International Airport,Muscat/Seeb,OM
SLL,Salalah International Airport,Salalah,OM
OHS,Suhar International Airport,Suhar,OM
PAC,Marcos A. Gelabert International Airport,Albrook,PA
CHX,Changuinola Captain Manuel Niño International Airport,Changuinola,PA
CTD,Alonso Valderrama Airport,Chitré,PA
ONX,Enrique Adolfo Jimenez Airport,Colón,PA
OTD,Raul Arias Espinoza Airport,Contadora Island,PA
DAV,Enrique Malek International Airport,David,PA
BOC,Bocas del Toro International Airport,Isla Colón,PA
BLB,Panamá Pacífico International Airport,Panamá City,PA
PDM,Capt. J. Montenegro Airport,Pedasí,PA
BFQ,Bahia Piña Airport,Puerto Piña,PA
RIH,Scarlett Martinez International Airport,Río Hato,PA
PTY,Tocumen International Airport,Tocumen,PA
ANS,Andahuaylas Airport,Andahuaylas,PE
AQP,Rodríguez Ballón International Airport,Arequipa,PE
AYP,Air Force Colonel Alfredo Mendivil Duarte Airport,Ayacucho,PE
CJA,Mayor General FAP Armando Revoredo Iglesias Airport,Cajamarca,PE
CHH,Chachapoyas Airport,Chachapoyas,PE
CIX,Capitán FAP José A. Quiñones González International Airport,Chiclayo,PE
CHM,FAP Lieutenant Jaime Andres de Montreuil Morales Airport,Chimbote,PE
CUZ,Alejandro Velasco Astete International Airport,Cusco,PE
HUU,Alferez Fap David Figueroa Fernandini Airport,Huánuco,PE
ILQ,General Jorge Fernandez Maldon Airport,Ilo,PE
IQT,Coronel FAP Francisco Secada Vignetta International Airport,Iquitos,PE
JAU,Francisco Carle Airport,Jauja,PE
JAE,Shumba Airport,Jaén,PE
JUL,Inca Manco Capac International Airport,Juliaca,PE
LIM,Jorge Chávez International Airport,Lima,PE
NZC,Maria Reiche Neuman Airport,Nazca,PE
PIU,Capitán FAP Guillermo Concha Iberico International Airport,Piura,PE
PCL,Cap FAP David Abenzur Rengifo International Airport,Pucallpa,PE
PEM,Padre Aldamiz International Airport,Puerto Maldonado,PE
TCQ,Coronel FAP Carlos Ciriani Santa Rosa International Airport,Tacna,PE
TYL,Captain Victor Montes Arias International Airport,Talara,PE
TPP,Cadete FAP Guillermo Del Castillo Paredes Airport,Tarapoto,PE
TRU,Capitán FAP Carlos Martínez de Pinillos International Airport,Trujillo,PE
TBP,Captain Pedro Canga Rodríguez International Airport,Tumbes,PE
YMS,Moises Benzaquen Rengifo Airport,Yurimaguas,PE
AHE,Ahe Airport,Ahe Atoll,PF
AAA,Anaa Airport,Anaa,PF
APK,Apataki Airport,Apataki,PF
FHZ,Fakahina Airport,Fakahina,PF
FGU,Fangatau Airport,Fangatau,PF
HUH,Huahine-Fare Airport,Fare,PF
HHZ,Hikueru Airport,Hikueru,PF
AUQ,Hiva Oa-Atuona Airport,Hiva Oa Island,PF
KHZ,Kauehi Airport,Kauehi,PF
MKP,Makemo Airport,Makemo,PF
MOZ,Moorea Temae Airport,Moorea-Maiao,PF
BOB,Bora Bora Airport,Motu Mute,PF
NIU,Naiu Airport,Naiu Atoll,PF
NAU,Napuka Island Airport,Napuka Island,PF
NHV,Nuku Hiva Airport,Nuku Hiva,PF
HOI,Hao Airport,Otepa,PF
PPT,Fa'a'ā International Airport,Papeete,PF
KKR,Kaukura Airport,Raitahiti,PF
RRR,Raroia Airport,Raroia,PF
RMT,Rimatara Airport,Rimatara Island,PF
TKV,Tatakoto Airport,Tatakoto,PF
TIH,Tikehau Airport,Tuherahera,PF
UAH,Ua Huka Airport,Ua Huka,PF
UAP,Ua Pou Airport,Ua Pou,PF
RFP,Raiatea Airport,Uturoa,PF
AXR,Arutua Airport,nan,PF
FAV,Fakarava Airport,nan,PF
XMH,Manihi Airport,nan,PF
MVT,Mataiva Airport,nan,PF
MAU,Maupiti Airport,nan,PF
PKP,Puka Puka Airport,nan,PF
RVV,Raivavae Airport,nan,PF
RGI,Rangiroa Airport,nan,PF
RUR,Rurutu Airport,nan,PF
TKP,Takapoto Airport,nan,PF
TKX,Takaroa Airport,nan,PF
GMR,Totegegie Airport,nan,PF
TUB,Tubuai Airport,nan,PF
VMU,Baimuru Airport,Baimuru,PG
OPU,Balimo Airport,Balimo,PG
BOT,Bosset Airport,Bosset,PG
BUA,Buka Airport,Buka Island,PG
DAU,Daru Airport,Daru,PG
GMI,Gasmata Island Airport,Gasmata Island,PG
GKA,Goroka Airport,Goronka,PG
GUR,Gurney Airport,Gurney,PG
KVG,Kavieng Airport,Kavieng,PG
KMA,Kerema Airport,Kerema,PG
KIE,Aropa Airport,Kieta,PG
KRI,Kikori Airport,Kikori,PG
HKN,Hoskins Airport,Kimbe,PG
UNG,Kiunga Airport,Kiunga,PG
RAB,Tokua Airport,Kokopo,PG
CMU,Chimbu Airport,Kundiawa,PG
LAE,Nadzab Tomodachi International Airport,Lae,PG
LMY,Lake Murray Airport,Lake Murray,PG
LNV,Londolovit Airport,Londolovit,PG
LSA,Losuia Airport,Losuia,PG
MAG,Madang Airport,Madang,PG
MAS,Momote Airport,Manus Island,PG
MDU,Mendi Airport,Mendi,PG
MIS,Misima Island Airport,Misima Island,PG
MXH,Moro Airport,Moro,PG
HGU,Mount Hagen Kagamuga Airport,Mount Hagen,PG
OBX,Obo Airport,Obo,PG
PNP,Girua Airport,Popondetta,PG
POM,Port Moresby Jacksons International Airport,Port Moresby,PG
TDS,Sasereme Airport,Sasereme,PG
TBG,Tabubil Airport,Tabubil,PG
TPI,Tapini Airport,Tapini,PG
TIZ,Tari Airport,Tari,PG
TFI,Tufi Airport,Tufi,PG
VAI,Vanimo Airport,Vanimo,PG
WBM,Wapenamanda Airport,Wapenamanda,PG
WWK,Wewak International Airport,Wewak,PG
BCD,Bacolod-Silay Airport,Bacolod City,PH
BAG,Loakan Airport,Baguio,PH
BSO,Basco Airport,Basco,PH
TWT,Sanga Sanga Airport,Bongao,PH
BXU,Bancasi Airport,Butuan,PH
ILO,Iloilo International Airport,Cabatuan,PH
CYP,Calbayog Airport,Calbayog City,PH
CRM,Catarman National Airport,Catarman,PH
MPH,Godofredo P. Ramos Airport,Caticlan,PH
CYZ,Cauayan Airport,Cauayan City,PH
CEB,Mactan Cebu International Airport,Cebu City/Lapu-Lapu City,PH
USU,Francisco B. Reyes (Busuanga) Airport,Coron,PH
CYU,Cuyo Airport,Cuyo,PH
CBO,Cotabato (Awang) Airport,Datu Odin Sinsuat,PH
DVO,Francisco Bangoy International Airport,Davao,PH
IAO,Siargao Airport,Del Carmen,PH
DPL,Dipolog Airport,Dipolog,PH
DGT,Sibulan Airport,Dumaguete City,PH
ENI,El Nido Airport,El Nido,PH
GES,General Santos International Airport,General Santos,PH
JOL,Jolo Airport,Jolo,PH
KLO,Kalibo International Airport,Kalibo,PH
CGY,Laguindingan International Airport,Laguindingan,PH
LAO,Laoag International Airport,Laoag City,PH
DRP,Bicol International Airport,Legazpi,PH
CRK,Clark International Airport / Clark Air Base,Mabalacat,PH
CGM,Camiguin Airport,Mambajao,PH
MNL,Ninoy Aquino International Airport,Manila (Pasay),PH
MBT,Moises R. Espinosa Airport,Masbate,PH
WNP,Naga Airport,Naga,PH
SFS,Subic Bay International Airport / Naval Air Station Cubi Point,Olongapo,PH
OZC,Labo Airport,Ozamiz,PH
PAG,Pagadian Airport,Pagadian,PH
TAG,Bohol-Panglao International Airport,Panglao,PH
PPS,Puerto Princesa International Airport / PAF Antonio Bautista Air Base,Puerto Princesa,PH
RXS,Roxas Airport,Roxas City,PH
SJI,San Jose Airport,San Jose,PH
SWL,San Vicente Airport,San Vicente,PH
SUG,Surigao Airport,Surigao City,PH
TBH,Tugdan Airport,Tablas Island,PH
TAC,Daniel Z. Romualdez Airport,Tacloban City,PH
TUG,Tuguegarao Airport,Tuguegarao City,PH
VRC,Virac Airport,Virac,PH
ZAM,Zamboanga International Airport,Zamboanga,PH
ISB,Islamabad International Airport,Attock,PK
BHV,Bahawalpur Airport,Bahawalpur,PK
CJL,Chitral Airport,Chitral,PK
DBA,Dalbandin Airport,Dalbandin,PK
DEA,Dera Ghazi Khan Airport,Dera Ghazi Khan,PK
LYP,Faisalabad International Airport,Faisalabad,PK
PZH,Zhob Airport,Fort Sandeman,PK
GIL,Gilgit Airport,Gilgit,PK
GWD,New Gwadar International Airport,Gurandani,PK
HDD,Hyderabad Airport,Hyderabad,PK
JIW,Jiwani Airport (INACTIVE},Jiwani,PK
KHI,Jinnah International Airport,Karachi,PK
KDD,Khuzdar Airport,Khuzdar,PK
LHE,Allama Iqbal International Airport,Lahore,PK
SKZ,Sukkur Airport,Mirpur Khas,PK
MUX,Multan International Airport,Multan,PK
MFG,Muzaffarabad Airport,Muzaffarabad,PK
WNS,Shaheed Benazirabad Airport,Nawabashah,PK
PEW,Bacha Khan International Airport,Peshawar,PK
UET,Quetta International Airport,Quetta,PK
RYK,Shaikh Zaid Airport,Rahim Yar Khan,PK
SKT,Sialkot International Airport,Sialkot,PK
KDU,Skardu International Airport,Skardu,PK
TUK,Turbat International Airport,Turbat,PK
KRK,Kraków John Paul II International Airport,Balice,PL
BZG,Ignacy Jan Paderewski Bydgoszcz Airport,Bydgoszcz,PL
GDN,Gdańsk Lech Wałęsa Airport,Gdańsk,PL
SZZ,Solidarity Szczecin–Goleniów Airport,Glewice,PL
RZE,Rzeszów-Jasionka Airport,Jasionka,PL
KTW,Katowice Wojciech Korfanty International Airport,Katowice,PL
LUZ,Lublin Airport,Lublin,PL
IEG,Zielona Góra-Babimost Airport,Nowe Kramsko,PL
WMI,Warsaw Modlin Airport,Nowy Dwór Mazowiecki,PL
POZ,Poznań-Ławica Airport,Poznań,PL
RDO,Warsaw Radom Airport,Radom,PL
SZY,Olsztyn-Mazury Airport,Szymany,PL
WAW,Warsaw Chopin Airport,Warsaw,PL
WRO,Copernicus Wrocław Airport,Wrocław,PL
LCJ,Łódź Władysław Reymont Airport,Łódź,PL
MQC,Miquelon Airport,Miquelon,PM
FSP,Saint-Pierre Pointe-Blanche Airport,Saint-Pierre,PM
BQN,Rafael Hernández International Airport,Aguadilla,PR
NRR,José Aponte de la Torre Airport,Ceiba,PR
CPX,Benjamin Rivera Noriega Airport,Culebra,PR
MAZ,Eugenio Maria De Hostos Airport,Mayaguez,PR
PSE,Mercedita International Airport,Ponce,PR
SIG,Fernando Luis Ribas Dominicci Airport,San Juan,PR
SJU,Luis Munoz Marin International Airport,San Juan,PR
VQS,Antonio Rivera Rodriguez Airport,Vieques,PR
BGC,Bragança Airport,Bragança,PT
CAT,Cascais Airport,Cascais,PT
CVU,Corvo Airport,Corvo,PT
FAO,Faro - Gago Coutinho International Airport,Faro,PT
FNC,Cristiano Ronaldo International Airport,Funchal,PT
HOR,Horta Airport,Horta,PT
LIS,Lisbon Humberto Delgado Airport,Lisbon,PT
PIX,Pico Airport,Pico Island,PT
PDL,João Paulo II Airport,Ponta Delgada,PT
PRM,Portimão Airport,Portimão,PT
OPO,Francisco de Sá Carneiro Airport,Porto,PT
TER,Lajes Airport,Praia da Vitória,PT
GRW,Graciosa Airport,Santa Cruz da Graciosa,PT
FLW,Flores Airport,Santa Cruz das Flores,PT
SJZ,São Jorge Airport,Velas,PT
PXO,Porto Santo Airport,Vila Baleira,PT
VRL,Vila Real Airport,Vila Real,PT
SMA,Santa Maria Airport,Vila do Porto,PT
VSE,Aerodromo Goncalves Lobato (Viseu Airport),Viseu,PT
ROR,Roman Tmetuchl International Airport,Babelthuap Island,PW
ASU,Aeropuerto Internacional Silvio Pettirossi,Asunción,PY
AGT,Aeropuerto Internacional Guaraní,Ciudad del Este,PY
ENO,Aeropuerto Internacional Tte. Amín Ayub González,Encarnación,PY
DIA,Doha International Airport,Doha,QA
DOH,Hamad International Airport,Doha,QA
ZSE,Pierrefonds Airport,Saint-Pierre,RE
RUN,Roland Garros Airport,Sainte-Marie,RE
ARW,Arad International Airport,Arad,RO
BCM,Bacău George Enescu International  Airport,Bacău,RO
GHV,Brașov-Ghimbav International Airport,Brașov (Ghimbav),RO
BBU,Bucharest Băneasa Aurel Vlaicu International Airport,Bucharest,RO
CLJ,Avram Iancu Cluj International Airport,Cluj-Napoca,RO
CND,Mihail Kogălniceanu International Airport,Constanța,RO
CRA,Craiova International Airport,Craiova,RO
IAS,Iaşi International Airport,Iaşi,RO
OMR,Oradea International Airport,Oradea,RO
OTP,Bucharest Henri Coandă International Airport,Otopeni,RO
TGM,Târgu Mureş Transilvania International Airport,Recea,RO
SUJ,Satu Mare International Airport,Satu Mare,RO
SBZ,Sibiu International Airport,Sibiu,RO
SCV,Suceava Ștefan cel Mare International Airport,Suceava,RO
TSR,Timișoara Traian Vuia International Airport,Timişoara,RO
BAY,Maramureș International Airport,Tăuții-Măgherăuș,RO
BEG,Belgrade Nikola Tesla Airport,Belgrade,RS
KVO,Morava Airport,Kraljevo,RS
INI,Niš Constantine the Great Airport,Niš,RS
ABA,Abakan International Airport,Abakan,RU
AMV,Amderma Airport,Amderma,RU
DYR,Ugolny Yuri Ryktheu Airport,Anadyr,RU
PWE,Pevek Airport,Apapelgino,RU
ARH,Talagi Airport,Archangelsk,RU
VVO,Vladivostok International Airport,Artyom,RU
ASF,Astrakhan Narimanovo Boris M. Kustodiev International Airport,Astrakhan,RU
BWO,Balakovo Airport,Balakovo,RU
BAX,Barnaul Gherman Titov International Airport,Barnaul,RU
BQJ,Batagay Airport,Batagay,RU
SUK,Sakkyryr Airport,Batagay-Alyta,RU
EGO,Belgorod International Airport,Belgorod,RU
OGZ,Vladikavkaz Beslan International Airport,Beslan,RU
BQS,Ignatyevo Airport,Blagoveschensk,RU
ODO,Bodaybo Airport,Bodaybo,RU
BQG,Bogorodskoye Airport,Bogorodskoye,RU
BVJ,Bovanenkovo Airport,Bovanenkovo,RU
BTK,Bratsk Airport,Bratsk,RU
BZK,Bryansk International Airport,Bryansk,RU
UUA,Bugulma Airport,Bugulma,RU
CSY,Cheboksary Airport,Cheboksary,RU
CEK,Kurchatov Chelyabinsk International Airport,Chelyabinsk,RU
ULY,Ulyanovsk Vostochny Airport,Cherdakly,RU
CEE,Cherepovets Airport,Cherepovets,RU
CYX,Cherskiy Airport,Cherskiy,RU
HTA,Chita-Kadala International Airport,Chita,RU
CKH,Chokurdakh Airport,Chokurdah,RU
DLR,Dalnerechensk Airport,Dalnerechensk,RU
DPT,Deputatskiy Airport,Deputatskiy,RU
ESL,Elista Airport,Elista,RU
GDZ,Gelendzhik Airport,Gelendzhik,RU
GRV,Grozny Airport,Grozny,RU
IAA,Igarka Airport,Igarka,RU
IKT,Irkutsk International Airport,Irkutsk,RU
IWA,Ivanovo South Airport,Ivanovo,RU
IJK,Izhevsk Airport,Izhevsk,RU
KGD,Khrabrovo Airport,Kaliningrad,RU
KZN,Kazan International Airport,Kazan,RU
KEJ,Alexei Leonov Kemerovo International Airport,Kemerovo,RU
KPW,Keperveem Airport,Keperveem,RU
KHV,Khabarovsk Novy Airport,Khabarovsk,RU
HMA,Khanty Mansiysk Airport,Khanty-Mansiysk,RU
HTG,Khatanga Airport,Khatanga,RU
MQJ,Moma Airport,Khonuu,RU
KVX,Pobedilovo Airport,Kirov,RU
KGP,Kogalym International Airport,Kogalym,RU
KXK,Komsomolsk-on-Amur Airport,Komsomolsk-on-Amur,RU
KMW,Kostroma Sokerkino Airport,Kostroma,RU
KSZ,Kotlas Airport,Kotlas,RU
KRR,Krasnodar Pashkovsky International Airport,Krasnodar,RU
KCY,Krasnoyarsk Cheremshanka Airport,Krasnoyarsk,RU
KJA,Krasnoyarsk International Airport,Krasnoyarsk,RU
AAQ,Anapa Vityazevo Airport,Krasnyi Kurgan,RU
KRO,Kurgan Airport,Kurgan,RU
ITU,Iturup Airport,Kurilsk,RU
URS,Kursk East Airport,Kursk,RU
KYZ,Kyzyl Airport,Kyzyl,RU
ULK,Lensk Airport,Lensk,RU
LDG,Leshukonskoye Airport,Leshukonskoye,RU
LPK,Lipetsk Airport,Lipetsk,RU
GDX,Sokol Airport,Magadan,RU
MQF,Magnitogorsk International Airport,Magnitogorsk,RU
MCX,Makhachkala Uytash International Airport,Makhachkala,RU
KVM,Markovo Airport,Markovo,RU
MRV,Mineralnye Vody Airport,Mineralnyye Vody,RU
MJZ,Mirny Airport,Mirny,RU
DME,Domodedovo International Airport,Moscow,RU
SVO,Sheremetyevo International Airport,Moscow,RU
VKO,Vnukovo International Airport,Moscow,RU
ZIA,Zhukovsky International Airport,Moscow,RU
MJY,Motygino Airport,Motygino,RU
MMK,Emperor Nicholas II Murmansk Airport,Murmansk,RU
NYM,Nadym Airport,Nadym,RU
NAL,Nalchik Airport,Nalchik,RU
NNM,Naryan Mar Airport,Naryan Mar,RU
NFG,Nefteyugansk Airport,Nefteyugansk,RU
NER,Chulman Airport,Neryungri,RU
NLI,Nikolayevsk-na-Amure Airport,Nikolayevsk-na-Amure Airport,RU
NZG,Nizhneangarsk International Airport,Nizhneangarsk,RU
NBC,Begishevo Airport,Nizhnekamsk,RU
NJC,Nizhnevartovsk Airport,Nizhnevartovsk,RU
GOJ,Nizhny Novgorod / Strigino International Airport,Nizhny Novgorod,RU
NGK,Nogliki Airport,Nogliki,RU
NSK,Alykel International Airport,Norilsk,RU
NOZ,Spichenkovo Airport,Novokuznetsk,RU
OVB,Novosibirsk Tolmachevo Airport,Novosibirsk,RU
NUX,Novy Urengoy Airport,Novy Urengoy,RU
NOJ,Noyabrsk Airport,Noyabrsk,RU
NYA,Nyagan Airport,Nyagan,RU
OHO,Okhotsk Airport,Okhotsk,RU
OLZ,Olyokminsk Airport,Olyokminsk,RU
OMS,Omsk Central Airport,Omsk,RU
REN,Orenburg Central Airport,Orenburg,RU
OSW,Orsk Airport,Orsk,RU
PEX,Pechora Airport,Pechora,RU
PEZ,Penza Airport,Penza,RU
PEE,Perm International Airport,Perm,RU
PKC,Yelizovo Airport,Petropavlovsk-Kamchatsky,RU
PES,Petrozavodsk Airport,Petrozavodsk,RU
TLY,Plastun Airport,Plastun,RU
PKV,Princess Olga Pskov International Airport,Pskov,RU
ROV,Platov International Airport,Rostov-on-Don,RU
RYB,Staroselye Airport,Rybinsk,RU
SBT,Sabetta International Airport,Sabetta,RU
SLY,Salekhard Airport,Salekhard,RU
KUF,Kurumoch International Airport,Samara,RU
SKX,Saransk International Airport,Saransk,RU
GSV,Gagarin International Airport,Saratov,RU
SYS,Saskylakh Airport,Saskylakh,RU
VEO,Severo-Yeniseysk Airport,Severo-Yeniseysk,RU
EKS,Shakhtyorsk Airport,Shakhtyorsk,RU
AER,Sochi International Airport,Sochi,RU
CSH,Solovki Airport,Solovetsky Islands,RU
OVS,Sovetskiy Airport,Sovetskiy,RU
SEK,Srednekolymsk Airport,Srednekolymsk,RU
LED,Pulkovo Airport,St. Petersburg,RU
STW,Stavropol Shpakovskoye Airport,Stavropol,RU
SUY,Suntar Airport,Suntar,RU
IGT,Magas Airport,Sunzha,RU
SGC,Surgut International Airport,Surgut,RU
SCW,Syktyvkar Airport,Syktyvkar,RU
TGK,Taganrog Yuzhny Airport,Taganrog,RU
TKM,Taksimo Airport,Taksimo,RU
IKS,Tiksi Airport,Tiksi,RU
RMZ,Tobolsk Remezov Airport,Tobolsk,RU
TOF,Tomsk Kamov Airport,Tomsk,RU
IAR,Golden Ring Yaroslavl International Airport,Tunoshna,RU
GOY,Tura Mountain Airport,Tura,RU
THX,Turukhansk Airport,Turukhansk,RU
TJM,Roshchino International Airport,Tyumen,RU
UFA,Ufa International Airport,Ufa,RU
UCT,Ukhta Airport,Ukhta,RU
UUD,Baikal International Airport,Ulan Ude,RU
ULV,Ulyanovsk Baratayevka Airport,Ulyanovsk,RU
URJ,Uray Airport,Uray,RU
USK,Usinsk Airport,Usinsk,RU
UKX,Ust-Kut Airport,Ust-Kut,RU
UKG,Ust-Kuyga Airport,Ust-Kuyga,RU
UMS,Ust-Maya Airport,Ust-Maya,RU
USR,Ust-Nera Airport,Ust-Nera,RU
VAQ,Vanavara Airport,Vanavara,RU
VUS,Velikiy Ustyug Airport,Velikiy Ustyug,RU
VHV,Verkhnevilyuisk Airport,Verkhnevilyuisk,RU
VYI,Vilyuisk Airport,Vilyuisk,RU
VOG,Volgograd International Airport,Volgograd,RU
VKT,Vorkuta Airport,Vorkuta,RU
VOZ,Voronezh International Airport,Voronezh,RU
PYJ,Polyarny Airport,Yakutia,RU
YKS,Platon Oyunsky Yakutsk International Airport,Yakutsk,RU
SVX,Koltsovo Airport,Yekaterinburg,RU
EIE,Yeniseysk Airport,Yeniseysk,RU
EIK,Yeysk Airport,Yeysk,RU
DEE,Yuzhno-Kurilsk Mendeleyevo Airport,Yuzhno-Kurilsk,RU
UUS,Yuzhno-Sakhalinsk Airport,Yuzhno-Sakhalinsk,RU
ZIX,Zhigansk Airport,Zhigansk,RU
ZKP,Zyryanka Airport,Zyryanka,RU
EYK,Beloyarskiy Airport,nan,RU
KME,Kamembe Airport,Kamembe,RW
KGL,Kigali International Airport,Kigali,RW
AHB,Abha International Airport,Abha,SA
DMM,King Fahd International Airport,Ad Dammam,SA
ULH,Majeed Bin Abdulaziz Airport,Al Ula,SA
EJH,Al Wajh Domestic Airport,Al Wajh,SA
ABT,King Saud Bin Abdulaziz (Al Baha) Airport,Al-Baha,SA
AJF,Al-Jawf Domestic Airport,Al-Jawf,SA
RAE,Arar Domestic Airport,Arar,SA
BHH,Bisha Airport,Bisha,SA
ELQ,Gassim Airport,Buraidah,SA
DWD,Dawadmi Domestic Airport,Dawadmi,SA
URY,Gurayat Domestic Airport,Gurayat,SA
HAS,Ha'il Airport,Ha'il,SA
RSI,Red Sea International Airport,Hanak,SA
HOF,Al-Ahsa International Airport,Hofuf,SA
JED,King Abdulaziz International Airport,Jeddah,SA
GIZ,Jizan Regional Airport / King Abdullah bin Abdulaziz Airport,Jizan,SA
KMC,King Khaled Military City Airport,King Khaled Military City,SA
MED,Prince Mohammad Bin Abdulaziz Airport,Medina,SA
EAM,Najran Domestic Airport,Najran,SA
AQI,Al Qaisumah/Hafr Al Batin Airport,Qaisumah,SA
RAH,Rafha Domestic Airport,Rafha,SA
RUH,King Khalid International Airport,Riyadh,SA
NUM,Neom Bay Airport,Sharma,SA
SHW,Sharurah Domestic Airport,Sharurah,SA
TUU,Tabuk Airport,Tabuk,SA
TIF,Ta’if Regional Airport,Ta’if,SA
TUI,Turaif Domestic Airport,Turaif,SA
WAE,Wadi Al Dawasir Domestic Airport,Wadi Al Dawasir,SA
YNB,Prince Abdul Mohsin bin Abdulaziz International Airport / Yanbu Airport,Yanbu,SA
BNY,Bellona/Anua Airport,Anua,SB
AKS,Gwaunaru'u Airport,Auki,SB
BAS,Ballalae Airport,Ballalae,SB
CHY,Choiseul Bay Airport,Choiseul Bay,SB
FRE,Fera/Maringe Airport,Fera Island,SB
GTA,Gatokae Aerodrome,Gatokae,SB
GZO,Nusatupe Airport,Gizo,SB
HIR,Honiara International Airport,Honiara,SB
KGE,Kaghau Airport,Kagau Island,SB
IRA,Ngorangora Airport,Kirakira,SB
MHM,Manaoba Airport,Manaoba,SB
RUS,Marau Airport,Marau,SB
MUA,Munda Airport,Munda,SB
RBV,Ramata Airport,Ramata,SB
RNL,Rennell/Tingoa Airport,Rennell Island,SB
NNB,Santa Ana Airport,Santa Ana Island,SB
SCZ,Santa Cruz/Graciosa Bay/Luova Airport,Santa Cruz/Graciosa Bay/Luova,SB
MNY,Mono Airport,Stirling Island,SB
VAO,Suavanao Airport,Suavanao,SB
XYA,Yandina Airport,Yandina,SB
PRI,Praslin Island Airport,Praslin Island,SC
SEZ,Seychelles International Airport,Victoria,SC
DOG,Dongola Airport,Dongola,SD
ELF,El Fasher Airport,El Fasher,SD
EBD,El-Obeid Airport,El-Obeid,SD
KSL,Kassala Airport,Kassala,SD
KRT,Khartoum International Airport,Khartoum,SD
UYL,Nyala Airport,Nyala,SD
PZU,Port Sudan New International Airport,Port Sudan,SD
AJR,Arvidsjaur Airport,Arvidsjaur,SE
BLE,Dala Airport,Borlange,SE
GEV,Gällivare Airport,Gällivare,SE
GOT,Göteborg Landvetter Airport,Göteborg,SE
HAD,Halmstad Airport,Halmstad,SE
HMV,Hemavan Airport,Hemavan,SE
JKG,Jönköping Airport,Jönköping,SE
KLR,Kalmar Airport,Kalmar,SE
KSD,Karlstad Airport,Karlstad,SE
KRN,Kiruna Airport,Kiruna,SE
LPI,Linköping City Airport,Linköping,SE
LLA,Luleå Airport,Luleå,SE
LYC,Lycksele Airport,Lycksele,SE
MMX,Malmö Sturup Airport,Malmö,SE
SCR,Scandinavian Mountains Airport,Malung-Sälen,SE
MXX,Mora Airport,Mora,SE
NRK,Norrköping Airport,Norrköping,SE
NYO,Stockholm Skavsta Airport,Nyköping,SE
KRF,Kramfors-Sollefteå Höga Kusten Airport,Nyland,SE
PJA,Pajala Airport,Pajala,SE
RNB,Ronneby Airport,Ronneby,SE
HFS,Hagfors Airport,Råda,SE
SFT,Skellefteå Airport,Skellefteå,SE
ARN,Stockholm-Arlanda Airport,Stockholm,SE
BMA,Stockholm-Bromma Airport,Stockholm,SE
VST,Stockholm Västerås Airport,Stockholm / Västerås,SE
SDL,Sundsvall-Härnösand Airport,Sundsvall/ Härnösand,SE
EVG,Sveg Airport,Sveg,SE
TYF,Torsby Airport,Torsby,SE
THN,Trollhättan-Vänersborg Airport,Trollhättan,SE
UME,Umeå Airport,Umeå,SE
VHM,Vilhelmina South Lapland Airport,Vilhelmina,SE
VBY,Visby Airport,Visby,SE
VXO,Växjö Kronoberg Airport,Växjö,SE
AGH,Ängelholm-Helsingborg Airport,Ängelholm,SE
ORB,Örebro Airport,Örebro,SE
OER,Örnsköldsvik Airport,Örnsköldsvik,SE
OSD,Åre Östersund Airport,Östersund,SE
XSP,Seletar Airport,Seletar,SG
SIN,Singapore Changi Airport,Singapore,SG
ASI,RAF Ascension Island,Cat Hill,SH
HLE,Saint Helena International Airport,Jamestown,SH
